,time,object_1,object_2,object_3,object_4,object_5
104,3.4667,"[300.47619047619, 297.714286497959, 490.266666661039, 499.937500596952]","[264.095238095238, 251.285714187755, 157.399999991558, 228.0]","[24.0, 23.0, 27.4333333347403, 24.7499997829265]","[21.1904761904762, 20.2857141877551, 23.5666666652597, 20.1249996743897]","[nan, nan, nan, nan]"
105,3.5,"[299.714285714286, 298.400000822857, 490.199999994156, 500.625000642872]","[264.142857142857, 251.199999897143, 157.299999991234, 228.0]","[24.0, 23.0, 27.4500000014611, 24.4999997662285]","[21.2857142857143, 20.1999998971429, 23.5499999985389, 19.7499996493428]","[nan, nan, nan, nan]"
106,3.5333,"[298.952380952381, 299.085715147755, 490.133333327273, 501.312500688791]","[264.190476190476, 251.11428560653, 157.199999990909, 228.0]","[24.0, 23.0, 27.4666666681819, 24.2499997495305]","[21.3809523809524, 20.1142856065306, 23.5333333318181, 19.3749996242958]","[nan, nan, nan, nan]"
107,3.5667,"[298.190476190476, 299.771429472653, 490.066666660389, 502.0]","[264.238095238095, 251.028571315918, 157.099999990584, 228.0]","[24.0, 23.0, 27.4833333349026, 24.0]","[21.4761904761905, 20.0285713159184, 23.5166666650974, 19.0]","[nan, nan, nan, nan]"
108,3.6,"[297.428571428571, 300.457143797551, 489.999999993506, 502.411764683428]","[264.285714285714, 250.942857025306, 156.999999990259, 227.470588264164]","[24.0, 23.0, 27.5000000016234, 24.0]","[21.5714285714286, 19.9428570253061, 23.4999999983766, 19.2352941048161]","[nan, nan, nan, nan]"
109,3.6333,"[296.666666666667, 301.142858122449, 489.933333326623, 502.823529366856]","[264.333333333333, 250.857142734694, 156.899999989935, 226.941176528328]","[24.0, 23.0, 27.5166666683442, 24.0]","[21.6666666666667, 19.8571427346939, 23.4833333316558, 19.4705882096321]","[nan, nan, nan, nan]"
110,3.6667,"[295.904761904762, 301.828572447347, 489.86666665974, 503.235294050284]","[264.380952380952, 250.771428444081, 156.79999998961, 226.411764792492]","[24.0, 23.0, 27.533333335065, 24.0]","[21.7619047619048, 19.7714284440816, 23.466666664935, 19.7058823144482]","[nan, nan, nan, nan]"
111,3.7,"[295.142857142857, 302.514286772245, 489.799999992857, 503.647058733713]","[264.428571428571, 250.685714153469, 156.699999989285, 225.882353056655]","[24.0, 23.0, 27.5500000017858, 24.0]","[21.8571428571429, 19.6857141534694, 23.4499999982142, 19.9411764192643]","[nan, nan, nan, nan]"
112,3.7333,"[294.380952380952, 303.200001097143, 489.733333325974, 504.058823417141]","[264.47619047619, 250.599999862857, 156.599999988961, 225.352941320819]","[24.0, 23.0, 27.5666666685065, 24.0]","[21.9523809523809, 19.5999998628571, 23.4333333314935, 20.1764705240804]","[nan, nan, nan, nan]"
113,3.7667,"[293.619047619048, 303.885715422041, 489.666666659091, 504.470588100569]","[264.523809523809, 250.514285572244, 156.499999988636, 224.823529584983]","[24.0, 23.0, 27.5833333352273, 24.0]","[22.047619047619, 19.5142855722449, 23.4166666647727, 20.4117646288964]","[nan, nan, nan, nan]"
114,3.8,"[292.857142857143, 304.571429746939, 489.599999992208, 504.882352783997]","[264.571428571428, 250.428571281632, 156.399999988311, 224.294117849147]","[24.0, 23.0, 27.6000000019481, 24.0]","[22.1428571428571, 19.4285712816327, 23.3999999980519, 20.6470587337125]","[nan, nan, nan, nan]"
115,3.8333,"[292.095238095238, 305.257144071837, 489.533333325324, 505.294117467425]","[264.619047619047, 250.34285699102, 156.299999987987, 223.764706113311]","[24.0, 23.0, 27.6166666686689, 24.0]","[22.2380952380952, 19.3428569910204, 23.3833333313311, 20.8823528385286]","[nan, nan, nan, nan]"
116,3.8667,"[291.333333333333, 305.942858396735, 489.466666658441, 505.705882150853]","[264.666666666667, 250.257142700408, 156.199999987662, 223.235294377475]","[24.0, 23.0, 27.6333333353897, 24.0]","[22.3333333333333, 19.2571427004082, 23.3666666646103, 21.1176469433447]","[nan, nan, nan, nan]"
117,3.9,"[290.571428571429, 306.628572721633, 489.399999991558, 506.117646834281]","[264.714285714286, 250.171428409795, 156.099999987337, 222.705882641638]","[24.0, 23.0, 27.6500000021104, 24.0]","[22.4285714285714, 19.1714284097959, 23.3499999978896, 21.3529410481607]","[nan, nan, nan, nan]"
118,3.9333,"[289.809523809524, 307.314287046531, 489.333333324675, 506.52941151771]","[264.761904761905, 250.085714119183, 155.999999987013, 222.176470905802]","[24.0, 23.0, 27.6666666688312, 24.0]","[22.5238095238095, 19.0857141191837, 23.3333333311688, 21.5882351529768]","[nan, nan, nan, nan]"
119,3.9667,"[289.047619047619, 308.0, 489.266666657792, 506.941176201138]","[264.809523809524, 250.0, 155.899999986688, 221.647059169966]","[24.0, 23.0, 27.683333335552, 24.0]","[22.6190476190476, 19.0, 23.316666664448, 21.8235292577929]","[nan, nan, nan, nan]"
120,4.0,"[288.285714285714, 308.894736747922, 489.199999990909, 507.352940884566]","[264.857142857143, 249.63157898615, 155.799999986363, 221.11764743413]","[24.0, 23.0526315734072, 27.7000000022728, 24.0]","[22.7142857142857, 19.0526315734072, 23.2999999977272, 22.058823362609]","[nan, nan, nan, nan]"
121,4.0333,"[287.52380952381, 309.789473495845, 489.133333324026, 507.764705567994]","[264.904761904762, 249.263157972299, 155.699999986039, 220.588235698294]","[24.0, 23.1052631468144, 27.7166666689936, 24.0]","[22.8095238095238, 19.1052631468144, 23.2833333310064, 22.294117467425]","[nan, nan, nan, nan]"
122,4.0667,"[286.761904761905, 310.684210243767, 489.066666657143, 508.176470251422]","[264.952380952381, 248.894736958449, 155.599999985714, 220.058823962458]","[24.0, 23.1578947202216, 27.7333333357143, 24.0]","[22.9047619047619, 19.1578947202216, 23.2666666642857, 22.5294115722411]","[nan, nan, nan, nan]"
123,4.1,"[286.0, 311.57894699169, 488.999999990259, 508.58823493485]","[265.0, 248.526315944598, 155.499999985389, 219.529412226621]","[24.0, 23.2105262936288, 27.7500000024351, 24.0]","[23.0, 19.2105262936288, 23.2499999975649, 22.7647056770572]","[nan, nan, nan, nan]"
124,4.1333,"[285.619047619048, 312.473683739612, 488.933333323376, 509.0]","[265.238095238095, 248.157894930748, 155.399999985065, 219.0]","[23.4285714285714, 23.263157867036, 27.7666666691559, 24.0]","[22.6666666666667, 19.263157867036, 23.2333333308441, 23.0]","[nan, nan, nan, nan]"
125,4.1667,"[285.238095238095, 313.368420487535, 488.866666656493, 509.321428584288]","[265.47619047619, 247.789473916897, 155.29999998474, 218.785714277142]","[22.8571428571429, 23.3157894404432, 27.7833333358767, 23.9642857128569]","[22.3333333333333, 19.3157894404432, 23.2166666641233, 22.8571428514277]","[nan, nan, nan, nan]"
126,4.2,"[284.857142857143, 314.263157235457, 488.79999998961, 509.642857168575]","[265.714285714286, 247.421052903047, 155.199999984415, 218.571428554283]","[22.2857142857143, 23.3684210138504, 27.8000000025975, 23.9285714257138]","[22.0, 19.3684210138504, 23.1999999974025, 22.7142857028554]","[nan, nan, nan, nan]"
127,4.2333,"[284.47619047619, 315.157893983379, 488.733333322727, 509.964285752863]","[265.952380952381, 247.052631889197, 155.09999998409, 218.357142831425]","[21.7142857142857, 23.4210525872576, 27.8166666693183, 23.8928571385708]","[21.6666666666667, 19.4210525872576, 23.1833333306817, 22.5714285542831]","[nan, nan, nan, nan]"
128,4.2667,"[284.095238095238, 439.0, 316.052630731302, 488.666666655844]","[510.285714337151, 266.190476190476, 273.0, 246.684210875346]","[154.999999983766, 218.142857108566, 21.0, 30.0]","[23.4736841606648, 27.833333336039, 23.8571428514277, 21.0]","[24.0, 19.4736841606648, 23.166666663961, 22.4285714057108]"
129,4.3,"[283.714285714286, 438.380952374636, 316.947367479224, 488.599999988961]","[510.607142921438, 266.428571428571, 272.90476190379, 246.315789861496]","[154.899999983441, 217.928571385708, 20.5714285714286, 29.7619047594752]","[23.526315734072, 27.8500000027598, 23.8214285642846, 21.0]","[24.0952380962099, 19.526315734072, 23.1499999972402, 22.2857142571385]"
130,4.3333,"[283.333333333333, 437.761904749271, 317.842104227147, 488.533333322078]","[510.928571505726, 266.666666666667, 272.80952380758, 245.947368847645]","[154.799999983116, 217.714285662849, 20.0, 29.5238095189504]","[23.5789473074792, 27.8666666694806, 23.7857142771415, 20.6666666666667]","[24.1904761924198, 19.5789473074792, 23.1333333305194, 22.1428571085662]"
131,4.3667,"[282.952380952381, 437.142857123907, 318.736840975069, 488.466666655195]","[511.250000090014, 266.904761904762, 272.71428571137, 245.578947833795]","[154.699999982792, 217.499999939991, 19.4285714285714, 29.2857142784257]","[23.6315788808865, 27.8833333362014, 23.7499999899985, 20.3333333333333]","[24.2857142886297, 19.6315788808865, 23.1166666637986, 21.9999999599939]"
132,4.4,"[282.571428571428, 436.523809498542, 319.631577722991, 488.399999988311]","[511.571428674301, 267.142857142857, 272.61904761516, 245.210526819945]","[154.599999982467, 217.285714217132, 18.8571428571428, 29.0476190379009]","[23.6842104542937, 27.9000000029222, 23.7142857028554, 20.0]","[24.3809523848396, 19.6842104542937, 23.0999999970778, 21.8571428114216]"
133,4.4333,"[282.190476190476, 435.904761873178, 320.526314470914, 488.333333321428]","[511.892857258589, 267.380952380952, 272.52380951895, 244.842105806094]","[154.499999982142, 217.071428494274, 18.2857142857143, 28.8095237973761]","[23.7368420277009, 27.9166666696429, 23.6785714157123, 19.6666666666667]","[24.4761904810496, 19.7368420277009, 23.0833333303571, 21.7142856628493]"
134,4.4667,"[281.809523809524, 435.285714247813, 321.421051218836, 488.266666654545]","[512.214285842877, 267.619047619048, 272.42857142274, 244.473684792244]","[154.399999981818, 216.857142771416, 17.7142857142857, 28.5714285568513]","[23.7894736011081, 27.9333333363637, 23.6428571285692, 19.3333333333333]","[24.5714285772595, 19.7894736011081, 23.0666666636363, 21.571428514277]"
135,4.5,"[281.428571428571, 434.666666622449, 322.315787966759, 488.199999987662]","[512.535714427164, 267.857142857143, 272.333333326531, 244.105263778393]","[154.299999981493, 216.642857048557, 17.1428571428571, 28.3333333163265]","[23.8421051745153, 27.9500000030845, 23.6071428414262, 19.0]","[24.6666666734694, 19.8421051745153, 23.0499999969155, 21.4285713657047]"
136,4.5333,"[281.047619047619, 434.047618997085, 323.210524714681, 488.133333320779]","[512.857143011452, 268.095238095238, 272.238095230321, 243.736842764543]","[154.199999981168, 216.428571325699, 16.5714285714286, 28.0952380758017]","[23.8947367479225, 27.9666666698053, 23.5714285542831, 18.6666666666667]","[24.7619047696793, 19.8947367479225, 23.0333333301947, 21.2857142171324]"
137,4.5667,"[280.666666666666, 433.42857137172, 324.105261462604, 488.066666653896]","[513.17857159574, 268.333333333333, 272.142857134111, 243.368421750692]","[154.099999980844, 216.21428560284, 16.0, 27.857142835277]","[23.9473683213297, 27.9833333365261, 23.53571426714, 18.3333333333333]","[24.8571428658892, 19.9473683213297, 23.0166666634739, 21.14285706856]"
138,4.6,"[280.285714285714, 432.809523746356, 325.0, 488.0]","[513.500000180027, 268.571428571429, 272.047619037901, 243.0]","[154.0, 215.999999879982, 15.4285714285714, 27.6190475947522]","[24.0, 28.0, 23.4999999799969, 18.0]","[24.9523809620991, 20.0, 23.0, 20.9999999199877]"
139,4.6333,"[279.904761904761, 432.190476120991, 325.61764707699, 488.53846158163]","[513.821428764315, 268.809523809524, 271.952380941691, 242.823529406574]","[154.038461541545, 215.785714157123, 14.8571428571428, 27.3809523542274]","[24.1176470622837, 27.92307691691, 23.4642856928539, 17.6666666666667]","[25.047619058309, 20.0294117655709, 22.884615375365, 20.8571427714154]"
140,4.6667,"[279.523809523809, 431.571428495627, 326.235294153979, 489.07692316326]","[514.142857348603, 269.047619047619, 271.857142845481, 242.647058813149]","[154.07692308309, 215.571428434265, 14.2857142857143, 27.1428571137026]","[24.2352941245675, 27.84615383382, 23.4285714057108, 17.3333333333334]","[25.1428571545189, 20.0588235311419, 22.76923075073, 20.7142856228431]"
141,4.7,"[279.142857142857, 430.952380870262, 326.852941230969, 489.61538474489]","[514.46428593289, 269.285714285714, 271.761904749271, 242.470588219723]","[154.115384624635, 215.357142711406, 13.7142857142857, 26.9047618731778]","[24.3529411868512, 27.76923075073, 23.3928571185677, 17.0]","[25.2380952507288, 20.0882352967128, 22.6538461260951, 20.5714284742708]"
142,4.7333,"[278.761904761904, 430.333333244898, 327.470588307958, 490.15384632652]","[514.785714517178, 269.52380952381, 271.666666653061, 242.294117626298]","[154.15384616618, 215.142856988548, 13.1428571428571, 26.6666666326531]","[24.4705882491349, 27.6923076676401, 23.3571428314246, 16.6666666666667]","[25.3333333469388, 20.1176470622837, 22.5384615014601, 20.4285713256985]"
143,4.7667,"[278.380952380952, 429.714285619534, 328.088235384948, 490.69230790815]","[515.107143101466, 269.761904761905, 271.571428556851, 242.117647032872]","[154.192307707725, 214.928571265689, 12.5714285714286, 26.4285713921283]","[24.5882353114187, 27.6153845845501, 23.3214285442816, 16.3333333333334]","[25.4285714431487, 20.1470588278547, 22.4230768768251, 20.2857141771262]"
144,4.8,"[278.0, 429.095237994169, 328.705882461938, 491.23076948978]","[515.428571685753, 270.0, 271.476190460641, 241.941176439446]","[154.23076924927, 214.714285542831, 12.0, 26.1904761516035]","[24.7058823737024, 27.5384615014601, 23.2857142571385, 16.0]","[25.5238095393586, 20.1764705934256, 22.3076922521901, 20.1428570285539]"
145,4.8333,"[276.999999931034, 428.476190368805, 329.323529538927, 491.769231071409]","[515.750000270041, 269.896551717004, 271.380952364431, 241.764705846021]","[154.269230790815, 214.499999819973, 12.2758620879905, 25.9523809110787]","[24.8235294359862, 27.4615384183701, 23.2499999699954, 16.1034482829964]","[25.6190476355685, 20.2058823589965, 22.1923076275551, 19.9999998799816]"
146,4.8667,"[275.999999862069, 427.85714274344, 329.941176615917, 492.307692653039]","[516.071428854329, 269.793103434007, 271.285714268221, 241.588235252595]","[154.30769233236, 214.285714097114, 12.551724175981, 25.7142856705539]","[24.9411764982699, 27.3846153352801, 23.2142856828523, 16.2068965659929]","[25.7142857317784, 20.2352941245675, 22.0769230029202, 19.8571427314093]"
147,4.9,"[274.999999793103, 427.238095118076, 330.558823692907, 492.846154234669]","[516.392857438616, 269.689655151011, 271.190476172011, 241.41176465917]","[154.346153873905, 214.071428374256, 12.8275862639715, 25.4761904300291]","[25.0588235605536, 27.3076922521901, 23.1785713957093, 16.3103448489893]","[25.8095238279883, 20.2647058901384, 21.9615383782852, 19.714285582837]"
148,4.9333,"[273.999999724138, 426.619047492711, 331.176470769896, 493.384615816299]","[516.714286022904, 269.586206868014, 271.095238075801, 241.235294065744]","[154.38461541545, 213.857142651397, 13.103448351962, 25.2380951895044]","[25.1764706228374, 27.2307691691001, 23.1428571085662, 16.4137931319857]","[25.9047619241982, 20.2941176557093, 21.8461537536502, 19.5714284342647]"
149,4.9667,"[272.999999655172, 426.0, 331.794117846886, 493.923077397929]","[517.035714607192, 269.482758585018, 271.0, 241.058823472318]","[154.423076956995, 213.642856928539, 13.3793104399524, 25.0]","[25.2941176851211, 27.1538460860101, 23.1071428214231, 16.5172414149822]","[26.0, 20.3235294212803, 21.7307691290152, 19.4285712856924]"
150,5.0,"[271.999999586207, 425.130434811543, 332.411764923875, 494.461538979559]","[517.35714319148, 269.379310302021, 271.043478259423, 240.882352878893]","[154.46153849854, 213.42857120568, 13.6551725279429, 25.0434782594229]","[25.4117647474048, 27.0769230029202, 23.07142853428, 16.6206896979786]","[26.0, 20.3529411868512, 21.6153845043802, 19.2857141371201]"
151,5.0333,"[270.999999517241, 424.260869623086, 333.029412000865, 495.000000561189]","[517.678571775767, 269.275862019025, 271.086956518846, 240.705882285467]","[154.500000040085, 213.214285482822, 13.9310346159334, 25.0869565188457]","[25.5294118096886, 26.9999999198302, 23.0357142471369, 16.724137980975]","[26.0, 20.3823529524221, 21.4999998797452, 19.1428569885478]"
152,5.0667,"[269.999999448276, 423.391304434628, 333.647059077855, 495.538462142819]","[518.0, 269.172413736028, 271.130434778269, 240.529411692042]","[154.53846158163, 213.0, 14.2068967039239, 25.1304347782686]","[25.6470588719723, 26.9230768367402, 23.0, 16.8275862639715]","[26.0, 20.4117647179931, 21.3846152551103, 19.0]"
153,5.1,"[268.99999937931, 422.521739246171, 334.264706154844, 496.076923724449]","[518.310344818217, 269.068965453032, 271.173913037691, 240.352941098616]","[154.576923123175, 212.551724151465, 14.4827587919144, 25.1739130376914]","[25.7647059342561, 26.8461537536502, 22.9310344848408, 16.9310345469679]","[26.0, 20.441176483564, 21.2692306304753, 19.0344827575796]"
154,5.1333,"[267.999999310345, 421.652174057714, 334.882353231834, 496.615385306079]","[518.620689636433, 268.965517170035, 271.217391297114, 240.176470505191]","[154.61538466472, 212.10344830293, 14.7586208799049, 25.2173912971143]","[25.8823529965398, 26.7692306705602, 22.8620689696815, 17.0344828299643]","[26.0, 20.4705882491349, 21.1538460058403, 19.0689655151592]"
155,5.1667,"[266.999999241379, 420.782608869257, 335.500000308823, 497.153846887709]","[518.93103445465, 268.862068887039, 271.260869556537, 239.999999911765]","[154.653846206265, 211.655172454395, 15.0344829678954, 25.2608695565372]","[26.0000000588235, 26.6923075874702, 22.7931034545223, 17.1379311129608]","[26.0, 20.5000000147059, 21.0384613812053, 19.1034482727389]"
156,5.2,"[265.999999172414, 419.913043680799, 336.117647385813, 497.692308469339]","[519.241379272867, 268.758620604043, 271.30434781596, 239.823529318339]","[154.69230774781, 211.20689660586, 15.3103450558859, 25.30434781596]","[26.1176471211073, 26.6153845043802, 22.724137939363, 17.2413793959572]","[26.0, 20.5294117802768, 20.9230767565703, 19.1379310303185]"
157,5.2333,"[264.999999103448, 419.043478492342, 336.735294462803, 498.230770050968]","[519.551724091083, 268.655172321046, 271.347826075383, 239.647058724914]","[154.730769289355, 210.758620757324, 15.5862071438764, 25.3478260753829]","[26.235294183391, 26.5384614212902, 22.6551724242038, 17.3448276789536]","[26.0, 20.5588235458478, 20.8076921319354, 19.1724137878981]"
158,5.2667,"[263.999999034483, 418.173913303885, 337.352941539792, 498.769231632598]","[519.8620689093, 268.55172403805, 271.391304334806, 239.470588131488]","[154.7692308309, 210.310344908789, 15.8620692318669, 25.3913043348058]","[26.3529412456747, 26.4615383382003, 22.5862069090445, 17.44827596195]","[26.0, 20.5882353114187, 20.6923075073004, 19.2068965454777]"
159,5.3,"[262.999998965517, 417.304348115428, 337.970588616782, 499.307693214228]","[520.172413727517, 268.448275755053, 271.434782594228, 239.294117538063]","[154.807692372445, 209.862069060254, 16.1379313198573, 25.4347825942286]","[26.4705883079585, 26.3846152551103, 22.5172413938853, 17.5517242449465]","[26.0, 20.6176470769896, 20.5769228826654, 19.2413793030574]"
160,5.3333,"[261.999998896552, 416.434782926971, 338.588235693771, 499.846154795858]","[520.482758545733, 268.344827472057, 271.478260853651, 239.117646944637]","[154.84615391399, 209.413793211719, 16.4137934078478, 25.4782608536515]","[26.5882353702422, 26.3076921720203, 22.448275878726, 17.6551725279429]","[26.0, 20.6470588425606, 20.4615382580304, 19.275862060637]"
161,5.3667,"[260.999998827586, 415.565217738513, 339.205882770761, 500.384616377488]","[520.79310336395, 268.24137918906, 271.521739113074, 238.941176351211]","[154.884615455535, 208.965517363184, 16.6896554958383, 25.5217391130743]","[26.705882432526, 26.2307690889303, 22.3793103635668, 17.7586208109393]","[26.0, 20.6764706081315, 20.3461536333954, 19.3103448182166]"
162,5.4,"[259.999998758621, 414.695652550056, 339.823529847751, 500.923077959118]","[521.103448182167, 268.137930906064, 271.565217372497, 238.764705757786]","[154.92307699708, 208.517241514649, 16.9655175838288, 25.5652173724972]","[26.8235294948097, 26.1538460058403, 22.3103448484075, 17.8620690939358]","[26.0, 20.7058823737024, 20.2307690087605, 19.3448275757962]"
163,5.4333,"[258.999998689655, 413.826087361599, 340.44117692474, 501.461539540748]","[521.413793000383, 268.034482623067, 271.60869563192, 238.58823516436]","[154.961538538625, 208.068965666114, 17.2413796718193, 25.6086956319201]","[26.9411765570934, 26.0769229227503, 22.2413793332483, 17.9655173769322]","[26.0, 20.7352941392734, 20.1153843841255, 19.3793103333759]"
164,5.4667,"[257.99999862069, 412.956522173142, 341.05882400173, 502.0]","[521.7241378186, 267.931034340071, 271.652173891343, 238.411764570935]","[155.0, 207.620689817579, 17.5172417598098, 25.6521738913429]","[27.0588236193772, 26.0, 22.172413818089, 18.0689656599286]","[26.0, 20.7647059048443, 20.0, 19.4137930909555]"
165,5.5,"[256.999998551724, 412.086956984685, 341.67647107872, 502.46428568263]","[522.034482636817, 267.827586057074, 271.695652150765, 238.235293977509]","[155.0, 207.172413969044, 17.7931038478003, 25.6956521507658]","[27.1764706816609, 25.8571428668831, 22.1034483029298, 18.1724139429251]","[26.0, 20.7941176704152, 19.7857143003247, 19.4482758485351]"
166,5.5333,"[255.999998482759, 411.217391796227, 342.294118155709, 502.92857136526]","[522.344827455033, 267.724137774078, 271.739130410188, 238.058823384083]","[155.0, 206.724138120509, 18.0689659357908, 25.7391304101887]","[27.2941177439446, 25.7142857337662, 22.0344827877705, 18.2758622259215]","[26.0, 20.8235294359862, 19.5714286006493, 19.4827586061147]"
167,5.5667,"[254.999998413793, 410.34782660777, 342.911765232699, 503.39285704789]","[522.65517227325, 267.620689491082, 271.782608669611, 237.882352790658]","[155.0, 206.275862271973, 18.3448280237813, 25.7826086696115]","[27.4117648062284, 25.5714286006493, 21.9655172726113, 18.3793105089179]","[26.0, 20.8529412015571, 19.357142900974, 19.5172413636944]"
168,5.6,"[253.999998344828, 409.478261419313, 343.529412309688, 503.857142730519]","[522.965517091467, 267.517241208085, 271.826086929034, 237.705882197232]","[155.0, 205.827586423438, 18.6206901117718, 25.8260869290344]","[27.5294118685121, 25.4285714675325, 21.896551757452, 18.4827587919144]","[26.0, 20.882352967128, 19.1428572012987, 19.551724121274]"
169,5.6333,"[252.999998275862, 408.608696230856, 344.147059386678, 504.321428413149]","[523.275861909683, 267.413792925089, 271.869565188457, 237.529411603807]","[155.0, 205.379310574903, 18.8965521997622, 25.8695651884572]","[27.6470589307959, 25.2857143344156, 21.8275862422928, 18.5862070749108]","[26.0, 20.911764732699, 18.9285715016234, 19.5862068788536]"
170,5.6667,"[251.999998206897, 407.739131042398, 344.764706463668, 504.785714095779]","[523.5862067279, 267.310344642092, 271.91304344788, 237.352941010381]","[155.0, 204.931034726368, 19.1724142877527, 25.9130434478801]","[27.7647059930796, 25.1428572012987, 21.7586207271335, 18.6896553579072]","[26.0, 20.9411764982699, 18.714285801948, 19.6206896364332]"
171,5.7,"[250.999998137931, 406.869565853941, 345.382353540657, 505.249999778409]","[523.896551546117, 267.206896359096, 271.956521707302, 237.176470416955]","[155.0, 204.482758877833, 19.4482763757432, 25.956521707303]","[27.8823530553633, 25.0000000681818, 21.6896552119743, 18.7931036409037]","[26.0, 20.9705882638408, 18.5000001022727, 19.6551723940129]"
172,5.7333,"[249.999998068966, 406.0, 346.0, 505.714285461039]","[524.206896364333, 267.103448076099, 272.0, 237.0]","[155.0, 204.034483029298, 19.7241384637337, 26.0]","[28.0, 24.8571429350649, 21.620689696815, 18.8965519239001]","[26.0, 21.0, 18.2857144025974, 19.6896551515925]"
173,5.7667,"[249.0, 404.999999957538, 346.52380952381, 506.178571143669]","[524.51724118255, 267.0, 272.129032263543, 236.968253968254]","[155.0, 203.586207180763, 20.0, 26.0]","[27.9365079365079, 24.714285801948, 21.5517241816558, 19.0]","[25.9354838682282, 21.015873015873, 18.0714287029221, 19.7241379091721]"
174,5.8,"[248.241379336504, 403.999999915076, 347.047619047619, 506.642856826298]","[524.827586000767, 267.0, 272.258064527087, 236.936507936508]","[155.0, 203.137931332228, 20.1379310297265, 26.0]","[27.8730158730159, 24.5714286688312, 21.4827586664965, 19.1034482722949]","[25.8709677364565, 21.031746031746, 17.8571430032467, 19.7586206667517]"
175,5.8333,"[247.482758673008, 402.999999872614, 347.571428571429, 507.107142508928]","[525.137930818983, 267.0, 272.38709679063, 236.904761904762]","[155.0, 202.689655483693, 20.275862059453, 26.0]","[27.8095238095238, 24.4285715357143, 21.4137931513373, 19.2068965445898]","[25.8064516046847, 21.047619047619, 17.6428573035714, 19.7931034243314]"
176,5.8667,"[246.724138009513, 401.999999830151, 348.095238095238, 507.571428191558]","[525.4482756372, 267.0, 272.516129054174, 236.873015873016]","[155.0, 202.241379635158, 20.4137930891795, 26.0]","[27.7460317460317, 24.2857144025974, 21.344827636178, 19.3103448168847]","[25.741935472913, 21.0634920634921, 17.4285716038961, 19.827586181911]"
177,5.9,"[245.965517346017, 400.999999787689, 348.619047619048, 508.035713874188]","[525.758620455417, 267.0, 272.645161317717, 236.84126984127]","[155.0, 201.793103786622, 20.5517241189061, 26.0]","[27.6825396825397, 24.1428572694805, 21.2758621210188, 19.4137930891795]","[25.6774193411412, 21.0793650793651, 17.2142859042208, 19.8620689394906]"
178,5.9333,"[245.206896682521, 399.999999745227, 349.142857142857, 508.499999556818]","[526.068965273633, 267.0, 272.774193581261, 236.809523809524]","[155.0, 201.344827938087, 20.6896551486326, 26.0]","[27.6190476190476, 24.0000001363636, 21.2068966058595, 19.5172413614744]","[25.6129032093695, 21.0952380952381, 17.0000002045454, 19.8965516970702]"
179,5.9667,"[244.448276019025, 398.999999702765, 349.666666666667, 508.964285239448]","[526.37931009185, 267.0, 272.903225844804, 236.777777777778]","[155.0, 200.896552089552, 20.8275861783591, 26.0]","[27.5555555555556, 23.8571430032467, 21.1379310907003, 19.6206896337693]","[25.5483870775977, 21.1111111111111, 16.7857145048701, 19.9310344546499]"
180,6.0,"[243.689655355529, 397.999999660303, 350.190476190476, 509.428570922078]","[526.689654910067, 267.0, 273.032258108348, 236.746031746032]","[155.0, 200.448276241017, 20.9655172080856, 26.0]","[27.4920634920635, 23.7142858701299, 21.068965575541, 19.7241379060642]","[25.483870945826, 21.1269841269841, 16.5714288051948, 19.9655172122295]"
181,6.0333,"[242.931034692033, 396.999999617841, 350.714285714286, 509.892856604707]","[527.0, 267.0, 273.161290371891, 236.714285714286]","[155.0, 200.0, 21.1034482378121, 26.0]","[27.4285714285714, 23.571428737013, 21.0, 19.8275861783591]","[25.4193548140542, 21.1428571428571, 16.3571431055195, 20.0]"
182,6.0667,"[242.172414028538, 395.999999575379, 351.238095238095, 510.357142287337]","[527.03448275758, 267.0, 273.290322635435, 236.68253968254]","[155.0, 200.0, 21.2413792675386, 26.0]","[27.3650793650794, 23.4285716038961, 20.9310344848408, 19.931034450654]","[25.3548386822825, 21.1587301587302, 16.1428574058441, 19.8965517272611]"
183,6.1,"[241.413793365042, 394.999999532916, 351.761904761905, 510.821427969967]","[527.068965515159, 267.0, 273.419354898978, 236.650793650794]","[155.0, 200.0, 21.3793102972652, 26.0]","[27.3015873015873, 23.2857144707792, 20.8620689696815, 20.0344827229489]","[25.2903225505107, 21.1746031746032, 15.9285717061688, 19.7931034545223]"
184,6.1333,"[240.655172701546, 393.999999490454, 352.285714285714, 511.285713652597]","[527.103448272739, 267.0, 273.548387162522, 236.619047619048]","[155.0, 200.0, 21.5172413269917, 26.0]","[27.2380952380952, 23.1428573376623, 20.7931034545223, 20.1379309952438]","[25.225806418739, 21.1904761904762, 15.7142860064935, 19.6896551817834]"
185,6.1667,"[239.89655203805, 392.999999447992, 352.809523809524, 511.749999335227]","[527.137931030319, 267.0, 273.677419426065, 236.587301587302]","[155.0, 200.0, 21.6551723567182, 26.0]","[27.1746031746032, 23.0000002045454, 20.724137939363, 20.2413792675386]","[25.1612902869672, 21.2063492063492, 15.5000003068182, 19.5862069090445]"
186,6.2,"[239.137931374554, 391.99999940553, 353.333333333333, 512.214285017857]","[527.172413787898, 267.0, 273.806451689609, 236.555555555556]","[155.0, 200.0, 21.7931033864447, 26.0]","[27.1111111111111, 22.8571430714286, 20.6551724242038, 20.3448275398335]","[25.0967741551955, 21.2222222222222, 15.2857146071428, 19.4827586363057]"
