,time,object_1,object_2,object_3
196,6.5333,"[319.734924316406, 13.044319152832, 28.0097961425781, 28.0097885131836]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
197,6.5667,"[311.0, 12.0, 28.0, 28.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
198,6.6,"[297.879638671875, 12.078784942627, 35.2854614257812, 32.3780975341797]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
199,6.6333,"[290.012634277344, 11.7067308425903, 35.0726928710938, 32.1564064025879]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
200,6.6667,"[280.827209472656, 11.2320575714111, 35.974853515625, 33.0219650268555]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
201,6.7,"[276.8037109375, 11.2671146392822, 35.7411804199219, 32.7968368530273]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
202,6.7333,"[268.942047119141, 12.7435321807861, 36.0389404296875, 33.0650939941406]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
203,6.7667,"[265.541290283203, 19.5964260101318, 35.7096252441406, 32.7832412719727]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
204,6.8,"[257.621215820312, 25.6807880401611, 35.8225708007812, 32.8969268798828]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
205,6.8333,"[253.501571655273, 31.3921966552734, 35.7631683349609, 32.8301315307617]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
206,6.8667,"[244.798675537109, 38.7103881835938, 35.958251953125, 33.000602722168]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
207,6.9,"[240.335083007812, 40.7593536376953, 35.8659057617188, 32.9250030517578]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
208,6.9333,"[231.358551025391, 41.0356674194336, 36.1634216308594, 33.238655090332]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
209,6.9667,"[223.071319580078, 40.0359001159668, 36.192138671875, 33.2433662414551]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
210,7.0,"[218.784423828125, 39.9537239074707, 35.7067108154297, 32.7627830505371]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
211,7.0333,"[209.214706420898, 39.7125816345215, 36.7157592773438, 33.7841377258301]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
212,7.0667,"[205.172012329102, 39.9051208496094, 36.5410003662109, 33.6131362915039]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
213,7.1,"[197.163330078125, 46.1247825622559, 36.6125335693359, 33.686695098877]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
214,7.1333,"[192.767181396484, 47.1514587402344, 36.7509002685547, 33.7848968505859]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
215,7.1667,"[184.43147277832, 50.6854057312012, 36.0641326904297, 33.116397857666]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
216,7.2,"[180.447357177734, 52.7882766723633, 36.6235809326172, 33.6581115722656]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
217,7.2333,"[172.194274902344, 60.0051383972168, 36.2400207519531, 33.2734565734863]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
218,7.2667,"[167.317535400391, 60.5222549438477, 36.0091705322266, 33.0397720336914]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
219,7.3,"[157.645614624023, 58.3326835632324, 35.6925811767578, 32.7185173034668]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
220,7.3333,"[148.457733154297, 57.6883010864258, 35.82958984375, 32.8900375366211]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
221,7.3667,"[143.559692382812, 56.6979866027832, 35.7463531494141, 32.7956047058105]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
222,7.4,"[133.707214355469, 55.5737380981445, 35.8039398193359, 32.8245849609375]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
223,7.4333,"[123.7998046875, 53.4027252197266, 36.1358947753906, 33.1336975097656]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
224,7.4667,"[118.705986022949, 52.1534423828125, 36.270637512207, 33.2774505615234]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
225,7.5,"[107.730651855469, 50.8949012756348, 35.8706665039062, 32.8910026550293]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
226,7.5333,"[102.210952758789, 49.8791732788086, 35.9291534423828, 32.9477005004883]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
227,7.5667,"[90.6149749755859, 45.8759384155273, 35.6893157958984, 32.7240676879883]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
228,7.6,"[79.3246536254883, 45.8831672668457, 35.8149337768555, 32.8448905944824]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
229,7.6333,"[66.9162139892578, 45.0688896179199, 36.1658096313477, 33.1708030700684]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
230,7.6667,"[61.0008773803711, 45.0110969543457, 36.0046463012695, 33.0048332214355]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
231,7.7,"[51.0, 44.0, 36.0, 33.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
232,7.7333,"[467.553440702782, 265.99560761347, 18.7408491947291, 25.4875549048317]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
233,7.7667,"[469.05270863836, 257.749633967789, 23.9882869692533, 27.7364568081991]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
234,7.8,"[464.604187011719, 232.524780273438, 28.4588623046875, 24.9661865234375]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
235,7.8333,"[460.142791748047, 216.098724365234, 34.5220947265625, 30.3909301757812]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
236,7.8667,"[462.366333007812, 205.419937133789, 26.7548217773438, 23.1133728027344]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
237,7.9,"[461.585052490234, 205.303314208984, 28.4281005859375, 24.5191497802734]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
238,7.9333,"[461.328674316406, 209.440536499023, 24.7212219238281, 20.7149963378906]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
239,7.9667,"[458.121307373047, 210.567947387695, 24.6103210449219, 20.7462463378906]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
240,8.0,"[455.894714355469, 210.458984375, 30.1880493164062, 25.6623382568359]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
241,8.0333,"[464.063812255859, 220.654342651367, 22.5242919921875, 18.5018463134766]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
242,8.0667,"[470.913635253906, 229.91130065918, 26.483642578125, 21.3761291503906]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
243,8.1,"[479.037414550781, 243.385650634766, 23.0553283691406, 18.5655212402344]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
244,8.1333,"[486.559020996094, 254.350341796875, 23.0608520507812, 18.0760498046875]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
245,8.1667,"[489.315643310547, 254.294860839844, 19.6197509765625, 15.4534301757812]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
246,8.2,"[486.346771240234, 253.832611083984, 20.2891845703125, 16.1654968261719]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
247,8.2333,"[480.473754882812, 252.533874511719, 24.1637573242188, 19.4947204589844]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
248,8.2667,"[480.404876708984, 253.390609741211, 22.2337646484375, 17.5814971923828]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
249,8.3,"[474.7275390625, 251.05778503418, 28.0101623535156, 23.0116119384766]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
250,8.3333,"[473.372283935547, 251.954925537109, 26.1909790039062, 21.3152160644531]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
251,8.3667,"[473.073120117188, 254.111724853516, 22.2091369628906, 17.3914489746094]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
252,8.4,"[468.908172607422, 254.765426635742, 21.0970153808594, 16.6442413330078]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
253,8.4333,"[463.853668212891, 252.405670166016, 23.5057067871094, 19.145751953125]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
254,8.4667,"[461.128692626953, 251.344009399414, 24.8456420898438, 19.9537811279297]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
255,8.5,"[459.0, 252.0, 23.0, 18.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
256,8.5333,"[455.0, 253.0, 25.0, 21.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
257,8.5667,"[455.0, 253.0, 22.0, 19.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
258,8.6,"[453.0, 252.0, 21.0, 25.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
259,8.6333,"[452.0, 256.0, 21.0, 20.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
260,8.6667,"[451.0, 261.0, 23.0, 23.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
261,8.7,"[454.0, 267.0, 18.0, 22.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
262,8.7333,"[460.0, 275.0, 14.0, 16.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
263,8.7667,"[260.0, 410.0, 13.0, 13.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
264,8.8,"[262.0, 420.0, 12.0, 13.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
265,8.8333,"[264.0, 422.0, 18.0, 20.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
266,8.8667,"[261.0, 421.0, 21.0, 20.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
267,8.9,"[260.0, 424.0, 22.0, 15.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
268,8.9333,"[267.0, 405.0, 20.0, 22.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
269,8.9667,"[264.0, 406.0, 18.0, 15.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
270,9.0,"[261.0, 408.0, 20.0, 17.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
271,9.0333,"[255.0, 405.0, 21.0, 24.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
272,9.0667,"[435.696411132812, 293.097045898438, 18.1051940917969, 16.800048828125]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
273,9.1,"[432.745422363281, 293.323303222656, 17.8887939453125, 16.5607299804688]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
274,9.1333,"[427.922454833984, 289.998474121094, 24.7505187988281, 22.22900390625]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
275,9.1667,"[425.905364990234, 290.745880126953, 22.1265563964844, 20.1244506835938]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
276,9.2,"[421.819488525391, 288.697082519531, 21.5810852050781, 19.7440185546875]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
277,9.2333,"[417.696655273438, 286.440887451172, 24.8016357421875, 22.8835144042969]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
278,9.2667,"[413.936279296875, 285.755828857422, 23.1810607910156, 21.3059387207031]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
279,9.3,"[407.488403320312, 281.592712402344, 30.5998840332031, 29.0469360351562]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
280,9.3333,"[404.373138427734, 282.048004150391, 25.9127502441406, 23.6363830566406]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
281,9.3667,"[400.696228027344, 281.353088378906, 24.0595397949219, 22.22607421875]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
282,9.4,"[395.728302001953, 277.050048828125, 29.953857421875, 28.1733703613281]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
283,9.4333,"[392.879608154297, 277.239013671875, 25.5381774902344, 23.995849609375]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
284,9.4667,"[390.465972900391, 276.921142578125, 21.7610473632812, 19.8279724121094]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
285,9.5,"[384.992919921875, 273.941986083984, 23.6503601074219, 21.8146667480469]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
286,9.5333,"[382.903411865234, 274.095275878906, 23.328125, 21.3313598632812]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
287,9.5667,"[379.235504150391, 273.150329589844, 22.6271057128906, 21.4215393066406]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
288,9.6,"[373.964752197266, 272.335693359375, 22.512451171875, 21.0687255859375]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
289,9.6333,"[371.281555175781, 272.321838378906, 20.0219421386719, 18.7217407226562]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
290,9.6667,"[368.441375732422, 270.706237792969, 21.6718444824219, 20.3939208984375]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
291,9.7,"[364.208557128906, 268.930572509766, 21.5756530761719, 20.6919860839844]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
292,9.7333,"[363.503723144531, 269.029052734375, 18.4794616699219, 17.2938232421875]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
293,9.7667,"[358.160766601562, 266.260986328125, 21.2571411132812, 20.0697021484375]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
294,9.8,"[353.423706054688, 264.571838378906, 22.16357421875, 20.8101806640625]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
295,9.8333,"[351.023376464844, 266.299468994141, 17.5119018554688, 16.636474609375]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
296,9.8667,"[346.237823486328, 264.726501464844, 18.4635925292969, 17.4399108886719]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
297,9.9,"[338.248718261719, 260.184997558594, 25.6489868164062, 24.0715637207031]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
298,9.9333,"[334.679565429688, 259.46142578125, 24.5842590332031, 22.2273254394531]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
299,9.9667,"[328.372100830078, 256.480224609375, 25.0050964355469, 22.1112670898438]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
300,10.0,"[320.169067382812, 251.80583190918, 28.8308715820312, 26.1533355712891]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
301,10.033,"[312.155120849609, 248.593078613281, 32.3104248046875, 29.1892700195312]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
302,10.067,"[311.832885742188, 249.988555908203, 28.3025512695312, 25.7661437988281]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
303,10.1,"[303.162628173828, 249.964248657227, 28.4871826171875, 24.3905487060547]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
304,10.133,"[301.057769775391, 248.587188720703, 28.8421630859375, 25.0307312011719]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
305,10.167,"[297.857879638672, 247.213043212891, 26.18310546875, 23.1954650878906]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
306,10.2,"[293.279144287109, 133.0, 140.0, 245.257049560547]","[363.0, 383.0, 25.0, 11.0]","[12.0, 22.0, 13.0, 19.0]"
307,10.233,"[288.555328369141, 131.0, 137.0, 241.521835327148]","[364.0, 387.0, 30.0, 13.0]","[14.0, 27.0, 18.0, 15.0]"
308,10.267,"[284.561065673828, 120.0, 133.0, 239.322204589844]","[363.0, 383.0, 30.0, 21.0]","[14.0, 26.0, 17.0, 16.0]"
309,10.3,"[279.124053955078, 114.0, 131.0, 237.095123291016]","[361.0, 378.0, 32.0, 24.0]","[13.0, 28.0, 17.0, 17.0]"
310,10.333,"[275.680847167969, 120.0, 123.0, 235.795333862305]","[360.0, 375.0, 33.0, 15.0]","[21.0, 30.0, 15.0, 20.0]"
311,10.367,"[271.560546875, 109.0, 126.0, 238.90007019043]","[354.0, 378.0, 28.0, 26.0]","[15.0, 23.0, 25.0, 18.0]"
312,10.4,"[265.713684082031, 108.0, 117.0, 235.953048706055]","[354.0, 376.0, 31.0, 19.0]","[19.0, 25.0, 21.0, 17.0]"
313,10.433,"[258.373565673828, 107.0, 113.0, 230.906692504883]","[351.0, 378.0, 36.0, 16.0]","[20.0, 32.0, 22.0, 16.0]"
314,10.467,"[255.482559204102, 101.0, 108.0, 230.296600341797]","[357.0, 375.0, 32.0, 16.0]","[19.0, 28.0, 16.0, 19.0]"
315,10.5,"[247.735015869141, 96.0, 108.0, 225.698654174805]","[353.0, 373.0, 38.0, 19.0]","[17.0, 34.0, 15.0, 17.0]"
316,10.533,"[248.379440307617, 92.0, 104.0, 227.723526000977]","[354.0, 373.0, 32.0, 21.0]","[19.0, 28.0, 21.0, 18.0]"
317,10.567,"[242.918487548828, 92.0, 100.0, 226.022186279297]","[354.0, 369.0, 32.0, 18.0]","[17.0, 28.0, 19.0, 19.0]"
318,10.6,"[236.509887695312, 82.0, 94.0, 223.238952636719]","[348.0, 368.0, 35.0, 21.0]","[22.0, 31.0, 23.0, 21.0]"
319,10.633,"[233.733947753906, 75.0, 93.0, 225.600280761719]","[346.0, 370.0, 31.0, 27.0]","[21.0, 26.0, 27.0, 21.0]"
320,10.667,"[226.450408935547, 75.0, 85.0, 224.683334350586]","[345.0, 367.0, 32.0, 15.0]","[20.0, 28.0, 22.0, 18.0]"
321,10.7,"[219.63346862793, 71.0, 85.0, 221.769744873047]","[348.0, 374.0, 36.0, 19.0]","[15.0, 32.0, 18.0, 11.0]"
322,10.733,"[215.720138549805, 68.0, 81.0, 222.220397949219]","[348.0, 368.0, 35.0, 18.0]","[16.0, 29.0, 14.0, 19.0]"
323,10.767,"[211.80842590332, 64.0, 79.0, 221.805145263672]","[351.0, 368.0, 32.0, 17.0]","[12.0, 27.0, 15.0, 20.0]"
324,10.8,"[206.495712280273, 62.7510980966325, 78.0, 218.496307373047]","[345.456808199122, 372.0, 38.0, 14.2430453879941]","[11.0, 33.0, 20.2401171303075, 15.0]"
325,10.833,"[203.360702514648, 54.5051244509517, 72.0, 219.428237915039]","[341.708638360176, 366.0, 34.0, 21.7393850658858]","[17.0, 28.0, 23.9882869692533, 24.0]"
326,10.867,"[197.044845581055, 50.8850746154785, 64.0, 217.694412231445]","[343.114379882812, 364.0, 36.0, 23.0]","[25.0, 30.0, 21.0, 21.0]"
327,10.9,"[193.922012329102, 46.3937377929688, 66.0, 217.550720214844]","[340.969940185547, 363.0, 37.0, 28.0]","[16.0, 31.0, 26.0, 21.0]"
328,10.933,"[192.0, 44.0, 61.0, 221.0]","[342.0, 366.0, 31.0, 24.0]","[14.0, 25.0, 22.0, 17.0]"
