,time,object_1,object_2,object_3,object_4
158,5.2667,"[290.035278320312, 428.0, 255.759033203125, 389.0]","[31.0, 28.0, 29.0, 25.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
159,5.3,"[284.789093017578, 429.0, 255.896957397461, 387.0]","[38.0, 30.0, 36.0, 23.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
160,5.3333,"[281.2841796875, 434.0, 257.842712402344, 390.0]","[42.0, 25.0, 40.0, 20.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
161,5.3667,"[282.101745605469, 434.0, 264.216094970703, 390.0]","[37.0, 31.0, 35.0, 23.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
162,5.4,"[284.030395507812, 439.0, 271.505737304688, 386.0]","[29.0, 26.0, 27.0, 27.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
163,5.4333,"[276.078460693359, 439.0, 268.684906005859, 386.0]","[42.0, 36.0, 40.0, 28.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
164,5.4667,"[280.262817382812, 445.0, 278.132476806641, 388.0]","[30.0, 30.0, 28.0, 26.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
165,5.5,"[277.725158691406, 445.0, 281.258117675781, 388.0]","[30.0, 36.0, 28.0, 29.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
166,5.5333,"[270.419799804688, 447.0, 279.261901855469, 393.0]","[41.0, 34.0, 39.0, 24.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
167,5.5667,"[270.578186035156, 449.0, 285.017883300781, 393.0]","[36.0, 31.0, 34.0, 24.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
168,5.6,"[271.8125, 459.0, 291.374389648438, 396.0]","[29.0, 21.0, 27.0, 21.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
169,5.6333,"[269.908599853516, 459.0, 294.773254394531, 396.0]","[29.0, 32.0, 27.0, 21.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
170,5.6667,"[264.422027587891, 462.0, 294.572692871094, 394.0]","[36.0, 29.0, 34.0, 23.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
171,5.7,"[262.267944335938, 465.0, 297.722412109375, 393.0]","[36.0, 30.0, 34.0, 24.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
172,5.7333,"[258.905609130859, 465.0, 299.544769287109, 393.0]","[38.0, 34.0, 36.0, 25.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
173,5.7667,"[258.141448974609, 474.0, 303.930633544922, 400.0]","[35.0, 25.0, 33.0, 18.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
174,5.8,"[258.433044433594, 474.0, 309.363983154297, 400.0]","[30.0, 31.0, 28.0, 23.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
175,5.8333,"[256.035949707031, 483.0, 312.077178955078, 403.0]","[31.0, 22.0, 29.0, 20.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
176,5.8667,"[254.811325073242, 483.0, 315.852905273438, 403.0]","[29.0, 27.0, 27.0, 19.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
177,5.9,"[253.154739379883, 489.0, 319.279418945312, 400.0]","[28.0, 21.0, 26.0, 22.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
178,5.9333,"[488.0, 252.0, 398.0, 323.0]","[26.0, 27.0, 26.0, 25.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
179,5.9667,"[304.0, 21.0, 31.0, 29.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
180,6.0,"[304.0, 26.0, 38.0, 42.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
181,6.0333,"[309.0, 40.0, 33.0, 28.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
182,6.0667,"[309.0, 40.0, 42.0, 45.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
183,6.1,"[315.0, 55.0, 36.0, 30.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
184,6.1333,"[322.0, 62.0, 34.0, 33.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
185,6.1667,"[322.0, 71.0, 44.0, 45.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
186,6.2,"[333.0, 89.0, 33.0, 27.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
187,6.2333,"[333.0, 89.0, 37.0, 43.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
188,6.2667,"[335.0, 103.0, 35.0, 29.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
189,6.3,"[339.100433349609, 103.141754150391, 36.0542297363281, 28.7750091552734]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
190,6.3333,"[341.642364501953, 110.417533874512, 36.0863037109375, 28.8521499633789]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
191,6.3667,"[344.398223876953, 117.733894348145, 36.4000244140625, 29.1639633178711]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
192,6.4,"[347.653839111328, 126.113082885742, 36.2060241699219, 28.9857482910156]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
193,6.4333,"[351.030487060547, 135.118408203125, 35.9870300292969, 28.6224822998047]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
194,6.4667,"[354.395538330078, 143.831512451172, 35.7857055664062, 28.4098815917969]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
195,6.5,"[357.596618652344, 152.021514892578, 35.9527587890625, 28.5822296142578]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
196,6.5333,"[78.0541152954102, 360.659698486328, 9.54549598693848, 160.171340942383]","[36.3545150756836, 35.7867431640625, 33.2928771972656, 28.3736877441406]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
197,6.5667,"[79.528694152832, 345.241119384766, 363.289184570312, 19.2237434387207]","[414.136749267578, 167.844284057617, 36.5335083007812, 24.9693603515625]","[35.4436340332031, 33.4684906005859, 32.2154235839844, 28.0152893066406]","[nan, nan, nan, nan]"
198,6.6,"[80.8713836669922, 345.542388916016, 365.078369140625, 28.107852935791]","[411.445404052734, 174.285339355469, 36.391845703125, 24.6784057617188]","[35.7012023925781, 33.3141784667969, 32.0936584472656, 28.2430267333984]","[nan, nan, nan, nan]"
199,6.6333,"[81.1570281982422, 345.301025390625, 366.745727539062, 35.1888847351074]","[408.168731689453, 180.264129638672, 36.6600341796875, 25.3109130859375]","[35.70361328125, 33.6208457946777, 32.7901000976562, 28.2227325439453]","[nan, nan, nan, nan]"
200,6.6667,"[81.6536102294922, 345.391326904297, 368.465515136719, 42.6948127746582]","[405.342803955078, 186.71533203125, 36.4327239990234, 24.5806274414062]","[35.7866821289062, 33.3578605651855, 31.9801940917969, 28.3788604736328]","[nan, nan, nan, nan]"
201,6.7,"[82.5438385009766, 344.991302490234, 370.717498779297, 51.9959526062012]","[401.966583251953, 194.599151611328, 36.4132614135742, 24.7757263183594]","[35.6621398925781, 33.3286628723145, 32.3465576171875, 28.2770843505859]","[nan, nan, nan, nan]"
202,6.7333,"[83.1199722290039, 344.439605712891, 373.434448242188, 61.3324508666992]","[398.907318115234, 202.466888427734, 36.5648422241211, 25.1038818359375]","[35.5706481933594, 33.4764862060547, 32.7049255371094, 28.1282348632812]","[nan, nan, nan, nan]"
203,6.7667,"[83.8919677734375, 344.580230712891, 375.670745849609, 70.1780853271484]","[396.380920410156, 210.119140625, 36.3373718261719, 24.6112060546875]","[35.7018127441406, 33.2142028808594, 32.140625, 28.2817077636719]","[nan, nan, nan, nan]"
204,6.8,"[84.4074249267578, 344.176910400391, 377.64794921875, 78.6300811767578]","[393.541564941406, 217.481079101562, 36.33154296875, 24.7297668457031]","[35.6142578125, 33.2425308227539, 31.9457397460938, 28.2454528808594]","[nan, nan, nan, nan]"
205,6.8333,"[84.53173828125, 343.146667480469, 378.983581542969, 87.0171813964844]","[389.847961425781, 223.892776489258, 36.3356857299805, 26.2165222167969]","[35.7202758789062, 33.2476196289062, 33.7806396484375, 28.4019165039062]","[nan, nan, nan, nan]"
206,6.8667,"[84.4890213012695, 343.384796142578, 380.482604980469, 94.4387588500977]","[387.803466796875, 229.959457397461, 36.488639831543, 24.5146789550781]","[35.6366271972656, 33.3937301635742, 31.7608947753906, 28.2196502685547]","[nan, nan, nan, nan]"
207,6.9,"[84.130126953125, 342.163696289062, 381.873229980469, 100.459838867188]","[383.953887939453, 235.893844604492, 36.4868545532227, 25.9237060546875]","[35.7553405761719, 33.3952331542969, 33.4989318847656, 28.4089508056641]","[nan, nan, nan, nan]"
208,6.9333,"[83.7637557983398, 341.977752685547, 383.511688232422, 106.575653076172]","[381.403411865234, 242.143020629883, 36.3408889770508, 24.8123168945312]","[35.7657165527344, 33.2318115234375, 32.3808898925781, 28.3466033935547]","[nan, nan, nan, nan]"
209,6.9667,"[83.4275970458984, 341.319396972656, 385.330291748047, 114.476692199707]","[378.456817626953, 248.667831420898, 36.5310134887695, 24.6539916992188]","[35.5226745605469, 33.438591003418, 31.9554748535156, 28.0757598876953]","[nan, nan, nan, nan]"
210,7.0,"[83.1337051391602, 340.585662841797, 386.889739990234, 122.756042480469]","[375.297149658203, 255.120361328125, 36.4567031860352, 24.4826049804688]","[35.9150695800781, 33.3467254638672, 31.9967041015625, 28.5455017089844]","[nan, nan, nan, nan]"
211,7.0333,"[82.6167449951172, 339.164367675781, 388.638214111328, 130.607620239258]","[371.69580078125, 261.957580566406, 36.4752960205078, 25.581298828125]","[35.8922729492188, 33.35595703125, 33.0650024414062, 28.5403442382812]","[nan, nan, nan, nan]"
212,7.0667,"[81.8750381469727, 337.852081298828, 390.305511474609, 138.343170166016]","[367.979614257812, 269.095886230469, 36.5628356933594, 26.4453735351562]","[35.8778076171875, 33.4190521240234, 33.8345031738281, 28.4501647949219]","[nan, nan, nan, nan]"
213,7.1,"[81.2176895141602, 337.539947509766, 392.206359863281, 145.654037475586]","[365.638092041016, 276.689666748047, 36.3868713378906, 24.5591735839844]","[35.5115661621094, 33.2796325683594, 32.0779113769531, 28.0769958496094]","[nan, nan, nan, nan]"
214,7.1333,"[80.6334915161133, 336.178680419922, 393.868255615234, 151.182693481445]","[362.247375488281, 283.911102294922, 36.5218353271484, 24.7355041503906]","[35.8203125, 33.3822784423828, 32.0987243652344, 28.4392395019531]","[nan, nan, nan, nan]"
215,7.1667,"[80.2949295043945, 335.042724609375, 395.700744628906, 156.495391845703]","[359.092010498047, 290.844055175781, 36.6645126342773, 24.9200134277344]","[35.9605712890625, 33.5817413330078, 32.3276062011719, 28.5940551757812]","[nan, nan, nan, nan]"
216,7.2,"[79.8442611694336, 334.321685791016, 397.601379394531, 163.167205810547]","[356.432678222656, 297.540466308594, 36.8172378540039, 24.8817749023438]","[35.6010131835938, 33.6857299804688, 32.3044738769531, 28.1455383300781]","[nan, nan, nan, nan]"
217,7.2333,"[79.2229232788086, 333.029907226562, 399.043670654297, 170.823425292969]","[353.279998779297, 303.864288330078, 36.6595840454102, 26.0515441894531]","[35.6737670898438, 33.5587463378906, 33.8223571777344, 28.2603454589844]","[nan, nan, nan, nan]"
218,7.2667,"[78.2595138549805, 331.940277099609, 400.205169677734, 177.741851806641]","[350.33984375, 309.780914306641, 36.6421279907227, 26.6423950195312]","[35.7279052734375, 33.5482025146484, 34.4371948242188, 28.2824096679688]","[nan, nan, nan, nan]"
219,7.3,"[77.5092544555664, 331.390258789062, 400.677215576172, 184.066802978516]","[348.210662841797, 314.695678710938, 36.9492492675781, 25.8318786621094]","[35.6605224609375, 33.8005065917969, 33.7419738769531, 28.2302551269531]","[nan, nan, nan, nan]"
220,7.3333,"[77.080680847168, 330.312347412109, 401.057678222656, 190.675750732422]","[345.623352050781, 319.876708984375, 36.7223358154297, 25.9046630859375]","[35.6213684082031, 33.61328125, 33.8217163085938, 28.1763305664062]","[nan, nan, nan, nan]"
221,7.3667,"[76.8108520507812, 329.120788574219, 402.0, 196.94514465332]","[343.180999755859, 326.0, 36.0, 25.0]","[36.0, 33.0, 33.0, 28.4524158125915]","[nan, nan, nan, nan]"
222,7.4,"[406.833089311859, 77.1309204101562, 327.543212890625, 337.821321724798]","[201.771667480469, 340.438812255859, 24.9598178668043, 36.5514450073242]","[26.2990112304688, 15.0, 33.418701171875, 33.6618957519531]","[nan, nan, nan, nan]"
223,7.4333,"[408.750578761624, 77.8967514038086, 326.301391601562, 342.559145389853]","[206.524383544922, 337.608184814453, 24.0, 36.7416076660156]","[26.1317138671875, 18.0, 33.5210418701172, 33.8696899414062]","[nan, nan, nan, nan]"
224,7.4667,"[410.785613477492, 78.1474227905273, 324.869903564453, 345.259340166173]","[212.086578369141, 334.983337402344, 25.0, 36.8733596801758]","[26.474609375, 19.0, 33.6370086669922, 34.480712890625]","[nan, nan, nan, nan]"
225,7.5,"[410.420287192304, 78.4750061035156, 323.893615722656, 349.328370749165]","[218.871475219727, 333.261932373047, 24.0, 36.821533203125]","[26.024658203125, 19.0, 33.5950012207031, 33.7280883789062]","[nan, nan, nan, nan]"
226,7.5333,"[411.782317400328, 78.3228073120117, 322.542999267578, 355.167482256017]","[224.850036621094, 331.17578125, 24.0, 36.7708587646484]","[26.288818359375, 18.0, 33.5402221679688, 33.6607360839844]","[nan, nan, nan, nan]"
227,7.5667,"[413.245208382781, 78.0, 321.392791748047, 355.417848109501]","[230.0, 328.935424804688, 25.0, 37.0]","[26.2387390136719, 21.0, 33.7467057101025, 33.6282653808594]","[nan, nan, nan, nan]"
228,7.6,"[83.2310854798704, 408.788452148438, 320.080780029297, 234.540161847719]","[347.287109375, 326.781585693359, 29.0, 39.0]","[26.16162109375, 28.0, 32.0, 34.1685485839844]","[nan, nan, nan, nan]"
229,7.6333,"[82.0775355706278, 411.846893310547, 318.437133789062, 236.982040405273]","[352.716369628906, 324.916320800781, 28.0, 33.0]","[26.3591003417969, 27.0, 28.0, 33.688720703125]","[nan, nan, nan, nan]"
230,7.6667,"[89.786994934082, 412.0302734375, 317.073608398438, 238.940734863281]","[356.752868652344, 322.639801025391, 31.4606704711914, 34.0218200683594]","[26.1424560546875, 30.2544860839844, 29.3641052246094, 34.1224365234375]","[nan, nan, nan, nan]"
231,7.7,"[91.1185531616211, 410.66064453125, 315.340179443359, 242.919204711914]","[359.064056396484, 320.598602294922, 32.2939224243164, 38.1220397949219]","[26.0966796875, 31.1125946044922, 33.9288024902344, 33.7616271972656]","[nan, nan, nan, nan]"
232,7.7333,"[93.2225189208984, 410.434600830078, 313.546142578125, 248.949523925781]","[363.564697265625, 318.364624023438, 31.8482666015625, 40.2615051269531]","[25.8215942382812, 30.5989074707031, 34.0633850097656, 33.4618225097656]","[nan, nan, nan, nan]"
233,7.7667,"[93.900260925293, 414.890502929688, 311.577606201172, 253.684539794922]","[370.683959960938, 316.245635986328, 32.641716003418, 31.92919921875]","[25.9891357421875, 31.5066223144531, 27.5557556152344, 33.5011291503906]","[nan, nan, nan, nan]"
234,7.8,"[91.9880905151367, 414.430572509766, 309.862640380859, 254.572998046875]","[373.651123046875, 314.430847167969, 32.6479644775391, 33.0551452636719]","[25.9137878417969, 31.2812194824219, 28.537841796875, 33.603515625]","[nan, nan, nan, nan]"
235,7.8333,"[94.9243774414062, 411.384521484375, 307.917297363281, 260.175964355469]","[375.598052978516, 312.61328125, 31.4900436401367, 40.630615234375]","[25.9936828613281, 30.1522521972656, 31.2657470703125, 33.8476257324219]","[nan, nan, nan, nan]"
236,7.8667,"[97.2612609863281, 413.019836425781, 305.876983642578, 264.991027832031]","[378.119964599609, 310.56982421875, 31.6963806152344, 37.5257263183594]","[26.3345031738281, 30.3639526367188, 30.8770751953125, 34.3360900878906]","[nan, nan, nan, nan]"
237,7.9,"[100.955657958984, 415.716857910156, 304.0, 268.636474609375]","[382.614410400391, 309.0, 30.0, 31.0]","[26.0, 28.0, 27.0, 34.0]","[nan, nan, nan, nan]"
238,7.9333,"[104.0830078125, 302.696044921875, 417.493377685547, 272.492797851562]","[304.697174072266, 387.174774169922, 29.7053985595703, 19.2979125976562]","[28.5230407714844, 28.26416015625, 32.3611755371094, 24.3831787109375]","[nan, nan, nan, nan]"
239,7.9667,"[105.64241027832, 300.200500488281, 416.567047119141, 275.709075927734]","[303.197021484375, 392.061309814453, 32.3147125244141, 19.4102783203125]","[31.4154663085938, 30.8569946289062, 31.9382019042969, 23.7188415527344]","[nan, nan, nan, nan]"
240,8.0,"[107.865615844727, 297.287567138672, 416.472381591797, 280.435699462891]","[301.391784667969, 396.321685791016, 33.0048828125, 19.4063720703125]","[30.8558959960938, 31.6701049804688, 32.0323181152344, 23.7887268066406]","[nan, nan, nan, nan]"
241,8.0333,"[107.947822570801, 295.006652832031, 417.242645263672, 283.435272216797]","[299.412139892578, 398.708709716797, 32.3169174194336, 19.3123779296875]","[31.3972473144531, 30.90771484375, 32.0180969238281, 25.3259582519531]","[nan, nan, nan, nan]"
242,8.0667,"[110.717468261719, 292.657257080078, 416.568725585938, 287.062377929688]","[297.490875244141, 401.809722900391, 32.7084045410156, 19.1077575683594]","[33.9227905273438, 31.3054504394531, 32.1651916503906, 26.0751953125]","[nan, nan, nan, nan]"
243,8.1,"[113.581100463867, 289.303070068359, 419.453857421875, 291.515045166016]","[296.081237792969, 407.385437011719, 32.6695251464844, 19.321533203125]","[26.0425109863281, 31.140625, 31.892578125, 21.1314392089844]","[nan, nan, nan, nan]"
244,8.1333,"[115.940147399902, 286.045318603516, 419.337554931641, 294.403900146484]","[294.253051757812, 410.934967041016, 33.4401626586914, 19.0772399902344]","[24.9446716308594, 32.0229797363281, 31.9103698730469, 19.4776306152344]","[nan, nan, nan, nan]"
245,8.1667,"[119.762237548828, 283.177337646484, 418.111694335938, 296.355072021484]","[293.016845703125, 411.673919677734, 33.7751159667969, 19.3863525390625]","[27.349365234375, 32.39404296875, 31.89404296875, 21.9783325195312]","[nan, nan, nan, nan]"
246,8.2,"[122.578666687012, 280.042083740234, 416.986145019531, 297.693817138672]","[290.741394042969, 412.507568359375, 36.0624313354492, 19.4445495605469]","[28.8450622558594, 34.6470031738281, 32.0046691894531, 23.3012084960938]","[nan, nan, nan, nan]"
247,8.2333,"[126.651153564453, 276.919372558594, 415.865661621094, 300.709930419922]","[288.507629394531, 413.054962158203, 36.4800415039062, 19.1527709960938]","[31.0975952148438, 35.0288696289062, 32.1206665039062, 26.0465698242188]","[nan, nan, nan, nan]"
248,8.2667,"[129.65087890625, 273.59765625, 415.994415283203, 305.163818359375]","[287.497985839844, 416.122833251953, 36.3942718505859, 19.1621704101562]","[31.2427978515625, 35.06884765625, 32.1431884765625, 27.5929565429688]","[nan, nan, nan, nan]"
249,8.3,"[130.445907592773, 269.980590820312, 413.817504882812, 309.959228515625]","[286.768798828125, 417.403472900391, 35.3810577392578, 19.359130859375]","[37.4566650390625, 33.9032592773438, 32.0948181152344, 33.3793334960938]","[nan, nan, nan, nan]"
250,8.3333,"[134.005477905273, 266.606353759766, 420.439788818359, 313.622589111328]","[285.008514404297, 426.158203125, 33.8082580566406, 19.1055297851562]","[24.072998046875, 32.29833984375, 32.0641174316406, 21.8019409179688]","[nan, nan, nan, nan]"
251,8.3667,"[137.288970947266, 262.973693847656, 422.691009521484, 317.063415527344]","[284.17578125, 432.321990966797, 34.4760894775391, 19.1796264648438]","[19.7781372070312, 32.9873962402344, 32.0488586425781, 16.8109741210938]","[nan, nan, nan, nan]"
252,8.4,"[141.295318603516, 259.502197265625, 422.866363525391, 319.507904052734]","[282.469268798828, 435.059173583984, 33.6058197021484, 19.2651672363281]","[20.2071228027344, 32.0810852050781, 32.1917724609375, 16.1314086914062]","[nan, nan, nan, nan]"
253,8.4333,"[145.807601928711, 255.875, 422.842864990234, 322.811492919922]","[281.9375, 437.513854980469, 31.1789855957031, 19.0971984863281]","[20.0523986816406, 29.539794921875, 32.1427307128906, 16.3971557617188]","[nan, nan, nan, nan]"
254,8.4667,"[150.834274291992, 252.033966064453, 423.122711181641, 325.70458984375]","[280.537841796875, 439.477233886719, 28.9046020507812, 19.4150390625]","[18.9362182617188, 27.2114868164062, 32.0613708496094, 15.7465515136719]","[nan, nan, nan, nan]"
255,8.5,"[154.809951782227, 248.06510925293, 423.503021240234, 328.165496826172]","[279.357055664062, 441.715515136719, 29.1519927978516, 19.3693695068359]","[17.4450988769531, 27.4908752441406, 31.9696350097656, 14.3406677246094]","[nan, nan, nan, nan]"
256,8.5333,"[159.457168579102, 245.0, 423.450012207031, 332.385803222656]","[279.0, 444.521057128906, 27.0, 19.0]","[17.6856689453125, 26.0, 32.0, 14.0896911621094]","[nan, nan, nan, nan]"
257,8.5667,"[160.69856262207, 239.0, 423.097686767578, 334.469116210938]","[281.0, 445.768463134766, 27.0, 25.0]","[18.0174560546875, 26.0, 30.0, 14.4159545898438]","[nan, nan, nan, nan]"
258,8.6,"[164.850723266602, 237.0, 422.971557617188, 337.881622314453]","[278.0, 448.623168945312, 27.0, 24.0]","[19.1807861328125, 25.0, 34.0, 15.5711364746094]","[nan, nan, nan, nan]"
259,8.6333,"[168.704696655273, 231.0, 420.0, 340.585052490234]","[276.0, 450.0, 26.0, 30.0]","[24.0, 25.0, 36.0, 18.0]","[nan, nan, nan, nan]"
260,8.6667,"[172.854431152344, 231.0, 342.291778564453, 276.0]","[26.0, 23.0, 25.0, 30.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
261,8.7,"[178.270690917969, 225.0, 342.878997802734, 278.0]","[24.0, 29.0, 22.0, 28.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
262,8.7333,"[182.572372436523, 225.0, 344.521850585938, 278.0]","[24.0, 24.0, 22.0, 27.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
263,8.7667,"[186.150177001953, 219.0, 345.966278076172, 278.0]","[25.0, 30.0, 23.0, 27.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
264,8.8,"[191.029067993164, 218.0, 350.158874511719, 278.0]","[22.0, 23.0, 20.0, 27.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
265,8.8333,"[192.326141357422, 213.0, 353.039337158203, 278.0]","[23.0, 28.0, 21.0, 27.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
266,8.8667,"[195.676406860352, 213.0, 354.935363769531, 278.0]","[24.0, 23.0, 22.0, 28.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
267,8.9,"[199.854064941406, 207.0, 356.646362304688, 275.0]","[23.0, 29.0, 22.0, 31.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
268,8.9333,"[203.533645629883, 207.0, 357.482025146484, 275.0]","[23.0, 24.0, 21.0, 31.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
269,8.9667,"[208.611755371094, 198.0, 356.720947265625, 274.0]","[23.0, 33.0, 21.0, 32.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
270,9.0,"[197.685212298682, 211.0, 271.992679355783, 357.0]","[29.9853587115666, 26.0, 38.6247828024198, 24.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
271,9.0333,"[193.187408491947, 273.491947291362, 29.9853587115666, 32.9963034410602]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
272,9.0667,"[178.78108215332, 277.240117130307, 47.3902209213502, 30.545649471255]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
273,9.1,"[173.081497192383, 255.984741210938, 61.510498046875, 56.9906311035156]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
274,9.1333,"[169.937072753906, 255.717987060547, 64.0201568603516, 58.823486328125]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
275,9.1667,"[172.732162475586, 263.348083496094, 54.0, 46.0]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
276,9.2,"[168.115493774414, 348.899139404297, 264.892761230469, 8.87115666178624]","[59.0, 52.0, 46.0, 30.1288433382138]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
277,9.2333,"[172.173645019531, 351.455413818359, 271.640716552734, 12.6193265007321]","[45.0, 53.0, 34.0, 36.8053465797122]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
278,9.2667,"[169.597579956055, 355.660766601562, 272.292236328125, 16.1323356628418]","[46.0581207275391, 50.1113891601562, 33.7071838378906, 43.0541458129883]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
279,9.3,"[166.832977294922, 357.866546630859, 272.995758056641, 25.0136680603027]","[47.2641296386719, 51.2547607421875, 33.6959838867188, 44.2857093811035]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
280,9.3333,"[165.024124145508, 360.15234375, 272.984832763672, 34.1128692626953]","[47.6778106689453, 51.3515625, 36.0528564453125, 44.381965637207]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
281,9.3667,"[163.504257202148, 362.281280517578, 274.622344970703, 43.522891998291]","[47.4892578125, 50.7066650390625, 35.0110168457031, 43.7560081481934]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
282,9.4,"[165.025939941406, 363.435821533203, 277.965972900391, 51.4152450561523]","[41.1321716308594, 51.8150939941406, 29.421630859375, 44.7352066040039]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
283,9.4333,"[165.089218139648, 366.192962646484, 280.781921386719, 59.9536056518555]","[38.8795471191406, 48.7255554199219, 27.1709899902344, 42.1392974853516]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
284,9.4667,"[162.603698730469, 367.521942138672, 281.303283691406, 67.2341690063477]","[40.8368225097656, 48.2000122070312, 28.313232421875, 41.6370468139648]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
285,9.5,"[157.569961547852, 367.182403564453, 277.77880859375, 73.0224304199219]","[48.4177856445312, 51.4361267089844, 38.1215209960938, 44.5886077880859]","[nan, nan, nan, nan]","[nan, nan, nan, nan]"
286,9.5333,"[159.160507202148, 367.620147705078, 10.0, 283.42138671875]","[79.9538726806641, 334.0, 41.0, 53.0]","[25.0, 29.0, 46.0, 28.0]","[nan, nan, nan, nan]"
287,9.5667,"[155.880889892578, 372.049560546875, 21.0, 283.298095703125]","[91.7149658203125, 342.0, 44.0, 47.0]","[19.0, 32.0, 40.0, 27.0]","[nan, nan, nan, nan]"
288,9.6,"[151.783615112305, 372.160308837891, 21.0, 283.860717773438]","[99.0229568481445, 342.0, 49.0, 49.0]","[39.0, 35.0, 42.0, 33.0]","[nan, nan, nan, nan]"
289,9.6333,"[152.999008178711, 375.696044921875, 33.0, 286.681976318359]","[108.809410095215, 351.0, 43.0, 46.0]","[31.0, 32.0, 39.0, 28.0]","[nan, nan, nan, nan]"
290,9.6667,"[152.371032714844, 378.0, 33.0, 288.590270996094]","[117.0, 351.0, 43.0, 45.0]","[39.0, 32.0, 38.0, 32.0]","[nan, nan, nan, nan]"
291,9.7,"[387.389251530258, 146.00959777832, 275.0, 46.0]","[124.373689173954, 283.490020751953, 381.0, 354.0]","[31.0, 54.0, 29.0, 26.0]","[32.0, 44.0, 23.0, 29.0]"
